SERIES_ID,SUB_CATEGORY,TITLE,GENRE,SERIES_RATING,SEASON_NUM,SERIES_OVERVIEW,CAST,CREW,LOGO,POSTER,TRAILER
1431,시리즈,CSI: 라스베가스,"범죄, 드라마, 미스터리",15,15,"2000년 10월 CBS에서 방영을 시작한 범죄수사물. 최첨단 장비와 과학적인 분석으로 미궁속의 사건을 해결해 가는 라스베가스 시경 과학수사과 심야근무반. 17년 경력의 베테랑 길 그리섬, 혼자서 키우는 딸과 직장 사이에 균형을 잃지 않으며 항상 최선을 다하는 캐서린 윌로스, 도박의 유혹을 뿌리치지 못하지만 날카로운 분석력을 보유한 워릭 브라운, 하바드 출신의 새라 사이들, 그리고 매력적인 남자 닉 스톡스 등 5명이 한 팀으로 구성된 이들은 사건이 미궁에 빠질 때마다 첨단 기술과 예리한 분석력으로 결정적인 단서와 증거를 확보하여 진범을 가려내기 위해 365일 24시간을 투자한다.","Ted Danson, George Eads, Jorja Fox","Andi Brittan, Anthony E. Zuiker, William Petersen",https://image.tmdb.org/t/p/original/fLhKSEsurxHq3mwEDvCQhnApxkg.png,https://image.tmdb.org/t/p/original/i5hmoRjHNWady4AtAGICTUXknKH.jpg,https://www.youtube.com/watch?v=ApT1EYvrwuk
1433,시리즈,아메리칸 대드!,"애니메이션, 코미디",12,20,"랭글리 폴즈라는 도시에서 사는 CIA에서 근무하는 수꼴에 과대망상이 매우 심한 아버지(스탠 스미스)와 전형적인 금발백치 어머니(프랜신 스미스), 반항아에 좌빨인 장녀(헤일리 스미스)에 Nerd 아들(스티브 스미스), 변장을 좋아하는 양성애자자웅동체[1] 외계인(로저), 그리고 동독 스키점퍼의 기억을 가지고 있는 금붕어(클라우스 하이슬러)로 이루어진 스미스 가족과 그 주변인물들을 다루고 있다","세스 맥팔레인, Wendy Schaal, Rachael MacFarlane",Chris McKenna,https://image.tmdb.org/t/p/original/56e9hx9CwagmWwxdOZFqq7cqORS.svg,https://image.tmdb.org/t/p/original/xnFFz3etm1vftF0ns8RMHA8XdqT.jpg,https://www.youtube.com/watch?v=W9Kf1RUHLxE
1438,시리즈,더 와이어,"범죄, 드라마",19,5,2002년 6월 HBO에서 방영을 시작한 범죄수사물. 볼티모어에서 일어난 살인 사건의 범인으로 지목된 마약 딜러 에이본 박스데일의 조카 디안젤로. 그가 증인의 진술 번복으로 풀려나자 이를 수상하게 여긴 강력계 형사 맥널티는 특별전담팀을 꾸린다.,"도미닉 웨스트, 랜스 레딕, Sonja Sohn","Joe Chappelle, Nina K. Noble, Ed Burns",https://image.tmdb.org/t/p/original/cP5IrOYxU7qtFl3Gyjtj9iPufCn.png,https://image.tmdb.org/t/p/original/4lbclFySvugI51fwsyxBTOm4DqK.jpg,https://www.youtube.com/watch?v=uDcQbk78CSw
1447,시리즈,싸이크,"코미디, 드라마, 미스터리, 범죄",12,8,숀은 자신의 아버지가 경찰이어서 매일 집중력 훈련을 받게 된다. 그 결과 엄청난 관찰력을 가지게 됬지만 경찰을 싫어한다. 우연히 자신의 능력으로 경찰에게 범인을 알려주지만 공범으로 몰릴뻔 하자 자신이 심령술사라고 말하며 경찰서에 들어오자마자 봤던 자료를 이용해 신뢰를 얻는다.  이로 인해 심령술사 사립탐정으로 일하게 되면서 벌어지는 일을 다룬 드라마.,"James Roday Rodriguez, Dulé Hill, Timothy Omundson","Dulé Hill, James Roday Rodriguez, Mel Damski",https://image.tmdb.org/t/p/original/s8VTUy6mSDKqdrSOvg9vdrKedJ3.png,https://image.tmdb.org/t/p/original/fDI15gTVbtW5Sbv5QenqecRxWKJ.jpg,https://www.youtube.com/watch?v=pYvy-N8lNGQ
1466,시리즈,조이,코미디,,2,새라가 떠난 후 슬퍼하던 조이가 새로운 가족들을 만들어가는 이야기를 그린 드라마,"맷 르블랑, Drea de Matteo, Andrea Anders","Jon Pollack, Marta Kauffman, Linda Videtti Figueiredo",,https://image.tmdb.org/t/p/original/bU5yBQsmt0CnIpi9z8zB3iL7ZHP.jpg,https://www.youtube.com/watch?v=1IVku9VbHqc
1481,시리즈,4400,"드라마, Sci-Fi & Fantasy",15,4,여러가지 시대에서 실종된 4400명의 사람들이 한꺼번에 현재에 귀환을 하면서 일어나는 일을 그린 드라마,"Jacqueline McKenzie, Joel Gretsch, Patrick John Flueger","Craig Sweeny, Michael Wrinch, Irene Cagen",https://image.tmdb.org/t/p/original/ipPZZmcgDAenY1InSAPbLMEE1JH.png,https://image.tmdb.org/t/p/original/nWpatnVtPVxjsn7mMiRZNAalEMf.jpg,https://www.youtube.com/watch?v=8Wey_sso-fk
1516,시리즈,The A-Team,"Action & Adventure, Comedy, Crime",12,5,"A fictional group of ex-United States Army Special Forces personnel work as soldiers of fortune while on the run from the Army after being branded as war criminals for a ""crime they didn't commit.""","George Peppard, Dirk Benedict, Mr. T","John Ashley, Rob Bowman, Frank Lupo",https://image.tmdb.org/t/p/original/hKbbG3fbF6BVwHnhHEUaRF3hF2N.png,https://image.tmdb.org/t/p/original/p2qWJJ7Wyaq2xvgIHuBw4zVNBij.jpg,https://www.youtube.com/watch?v=None
1530,시리즈,My Three Sons,"Comedy, Family",,12,"A widower and aeronautical engineer named Steven Douglas raises three sons with the help of his father-in-law, and later the boys' great-uncle. An adopted son, a stepdaughter, wives, and another generation of sons join the loving family in later seasons.","Fred MacMurray, Don Grady, Barry Livingston","Don Fedderson, George Tibbles",,https://image.tmdb.org/t/p/original/46I32A4ff4ol5s2qtRcv2r37WE0.jpg,https://www.youtube.com/watch?v=None
1532,시리즈,Starsky & Hutch,"Action & Adventure, Drama, Crime",12,4,"Streetwise Detective David Starsky partners up with a more intellectual partner, Kenneth 'Hutch' Hutchinson, to protect citizens and patrol the streets of Bay City.","David Soul, Paul Michael Glaser, Antonio Fargas","Aaron Spelling, Leonard Goldberg",,https://image.tmdb.org/t/p/original/aBj5oTi1uibVcXDoCJeKseJNY2d.jpg,https://www.youtube.com/watch?v=8WHQ2UWB2ko
1620,시리즈,CSI: 마이애미,"드라마, 미스터리, 범죄",15,10,플로리다 주의 마이애미 데이드 경찰청. 호레이쇼 반장과 CSI 과학 수사 대원들은 논리적인 증거 분석과 본능적인 수사로 마이애미에서 일어나는 위험한 범죄들을 해결해나간다.,"David Caruso, Emily Procter, Omar Benson Miller","Jerry Bruckheimer, Anthony E. Zuiker, Elizabeth Devine",https://image.tmdb.org/t/p/original/gnThzFN5qgTW3vKLl5mVlqRBQ5T.png,https://image.tmdb.org/t/p/original/pNW64pjaHvf6purNaFhq4SHYRfl.jpg,https://www.youtube.com/watch?v=x2n-h9E8_ck
1622,시리즈,수퍼내추럴,"드라마, 미스터리, Sci-Fi & Fantasy",16,15,"어린 시절, 샘과 딘은 정체를 알 수 없는 악마의 힘의 의해 어머니를 잃는다. 그로 인해, 그들의 아버지는 자식들을 헌터로 키우며, 미국 각지에 흩어져 있는 초자연적인 악과 괴물들을 처치하는 법을 가르친다.

이제 두 윈체스터 형제들은 67년형 쉐비 임팔라에 몸을 싣고 미전역을 가로지르며 그들과 마주치는 모든 초자연적인 위협들을 처리해나가기 시작하는데...","Jared Padalecki, Jensen Ackles, Misha Collins","Talli Buchanan, Catherine Michaud, Susan Milne",https://image.tmdb.org/t/p/original/jpop1hHSw0Cwm4J1lUcP6KDMbVf.svg,https://image.tmdb.org/t/p/original/KoYWXbnYuS3b0GyQPkbuexlVK9.jpg,https://www.youtube.com/watch?v=yy96yJjkvjo
1668,시리즈,프렌즈,코미디,15,10,"1994년 5월 NBC에서 방영을 시작한 시트콤. 미국 뉴욕 시 맨해튼의 그리니치 빌리지의 아파트와 까페 센트럴 퍼크를 중심으로 2-30대의 세 명의 남자와 세 명의 여자의 우정과 사랑, 삶을 그렸다. 부잣집 맏딸이자 응석받이로 자라 온 레이첼은 결혼식을 앞두고 결혼 선물들을 쳐다보던 중 자신이 남편보다 결혼선물을 더 사랑한다는 사실을 깨닫고 회의감을 느끼게 된다. 이를 계기로 불현듯 결혼식에서 도망쳐 나오게 되고, 뉴욕에 아버지의 그늘을 피할 곳을 찾다가 결혼식 전 우연히 만난 고등학교 동창 모니카와 재회하게 된다.","제니퍼 애니스턴, 코트니 콕스, 리사 쿠드로","Richard Choi, Robert Carlock, Mark Kunerth",https://image.tmdb.org/t/p/original/a4qZkvpdqCSS60vppgL5xCBsMwi.svg,https://image.tmdb.org/t/p/original/2koX1xLkpTQM4IZebYvKysFW1Nh.jpg,https://www.youtube.com/watch?v=s2TyVQGoCYo
1678,시리즈,The Golden Girls,Comedy,12,7,"Four Southern Florida seniors share a house, their dreams, and a whole lot of cheesecake. Bright, promiscuous, clueless and hilarious, these lovely, mismatched ladies form the perfect circle of friends.","Bea Arthur, Betty White, Rue McClanahan","Phillip Jayson Lasker, Richard Vaczy, Winifred Hervey",https://image.tmdb.org/t/p/original/jgUcw0aVAVYT1TOyG4iSBVlPMrr.png,https://image.tmdb.org/t/p/original/lJKAjneNGquVBmUqHY6ZFOFImfD.jpg,https://www.youtube.com/watch?v=1O7ZCFME2Z4
1695,시리즈,몽크 ,"코미디, 범죄, 드라마, 미스터리",15,8,"현대 샌프란시스코를 배경으로 하는 코미디 수사물 미드. 3년 전 자동차 폭발 사건으로 아내를 잃은이후 큰 충격에서 빠져나오지 못한 채, 독특한 강박관념에 사로잡혀 많은 사람들이 모인 군중과 높은 곳, 그리고 어둠을 두려워하는 증세를 보이는 전직 경찰 에이드리언 몽크가 샌프란시스코 경찰을 도와 복잡한 사건들을 해결한다.","토니 샬호브, 테드 러바인, Jason Gray-Stanford","Dylan Morgan, Anton Cropper, Josh Siegal",https://image.tmdb.org/t/p/original/pIOqR6IchhSOmaIZIyDGW9QB982.svg,https://image.tmdb.org/t/p/original/3axGMbUecXXOPSeG47v2i9wK5y5.jpg,https://www.youtube.com/watch?v=mftbaaU82Uc
1705,시리즈,프린지,"Sci-Fi & Fantasy, 드라마, 미스터리",16,5,인간의 통제 범위를 벗어난 초현실적 사건에 봉착한 FBI 수사관 올리비아가 정신병원에 수감된 천재 과학자 비숍 부자의 도움을 받아 사건을 해결해나가는 과학 미스터리 드라마,"Anna Torv, Joshua Jackson, John Noble","J.J. 에이브럼스, Brad Kane, Joe Chappelle",https://image.tmdb.org/t/p/original/ckHzWqP6ZhyDamS52251yJstp3K.png,https://image.tmdb.org/t/p/original/sY9hg5dLJ93RJOyKEiu1nAtBRND.jpg,https://www.youtube.com/watch?v=bkxJ0DojPJ4
1719,시리즈,Gargoyles,"Animation, Sci-Fi & Fantasy, Action & Adventure",12,3,"In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle. In present day, David Xanatos buys the castle and moves it to New York City. When the castle is attacked the gargoyles are awakened from a 1000 year curse.","Keith David, Salli Richardson-Whitfield, Ed Asner",Vince Commisso,https://image.tmdb.org/t/p/original/tDhvyMy8Hfl2f5gTfhGx3wddLIu.svg,https://image.tmdb.org/t/p/original/yDTZYbiRUapeWRJL6EU3ZtLUAYA.jpg,https://www.youtube.com/watch?v=iNGdN4YRnsM
1778,시리즈,Zoey 101,Comedy,6,4,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.","Jamie Lynn Spears, Paul Butcher, Victoria Justice","Bill O'Dowd, Bryan Spears, Chris Robinson",https://image.tmdb.org/t/p/original/x8GvXInGjxOgGQZ3eryFm4ADtZW.png,https://image.tmdb.org/t/p/original/A3O2B4cHEyMpvknrdG4bcV4eaYh.jpg,https://www.youtube.com/watch?v=RX6YeYT3ed8
1848,시리즈,Winx Club,"Kids, Animation, Sci-Fi & Fantasy, Action & Adventure, Mystery",6,8,"In a magical universe, witches, warriors begin fighting in the name of good .vs. evil! At a magic school, five teenage girls are selected to defend the universe with their magic.","Letizia Ciampa, Perla Liberatori, Gemma Donati",,https://image.tmdb.org/t/p/original/ivbWJcKJCCLqYdV61aQX5Z6kj0s.png,,https://www.youtube.com/watch?v=S35nFJH8e4Y
1855,시리즈,스타 트렉: 보이저,"Sci-Fi & Fantasy, 드라마, Action & Adventure",12,7,"USS 보이저호가 무장 테러그룹 마퀴스에게 탈취된 우주선을 회수하는 임무 중에 생긴 알 수 없는 사고로 70,000광년 떨어진, 행성 연방의 최강의 적 '보그'가 살고 있는 델타 사분면으로 떨어지면서 귀환하는 과정을 그리고 있다. 시리즈 최초에는 약 75년이 걸릴 것으로 예상했으나 중간중간 여러 방법으로 이 기간을 23년까지 단축했고, 시즌 7 마지막 에피소드에서 시간 여행을 사용한 방법으로 남은 공간을 한 번에 넘어 귀환하게 된다.

최초 델타 사분면으로 떨어지게 된 사고로 인해 보이저호와 마퀴스쪽의 우주선 모두 상당한 피해를 보게 되어 다시 알파 사분면으로 돌아갈 수 있게 될 때까지 협력하기로 합의, 보이저호에서 말 그대로 ""한 배를 타게 되는"" 특이한 설정에다, 보그 종족 출신의 세븐 오브 나인을 비롯한 델타 사분면의 여러 원주민까지 선원으로 받아들이게 되어 스타 트랙 시리즈 중 가장 다양한 인종이 선원으로 등장하는 시리즈이며, 스타 트렉 TV 시리즈 중 유일하게 여성 함장을 등장시킨 시리즈이기도 하다.

아울러, 보이저는 함선 묘사에 실물 모델을 사용하지 않고 100% CG만으로 처리하게 된 최초의 스타 트렉 시리즈이다. 시리즈 초반에는 여전히 실물로 제작된 모델을 사용해 촬영했으나 시즌 3부터는 100% CG만으로 표현하게 된다.","Kate Mulgrew, Jeri Ryan, Robert Picardo","Jeri Taylor, Michael Piller, Jerry Goldsmith",https://image.tmdb.org/t/p/original/kGKcKyX4Wf4XGVqp2dTGn0E4Luc.png,https://image.tmdb.org/t/p/original/gNS5tRSG3UlXodCxznKKOKweqxh.jpg,https://www.youtube.com/watch?v=b1PX9E2RsgU
1911,시리즈,본즈,"범죄, 드라마",15,12,"워싱턴 D.C.의 제퍼소니안 재단의 연구소 소속 법인류학자인 템퍼런스 브레넌 박사와 FBI 워싱턴 지국 요원인 실리 부스, 그리고 브레넌 박사의 팀이 뼈만 남다시피한 시신을 조사해 해결하는 내용으로 실제 법인류학자인 '캐시 라익스'의 소설을 각색해 제작되었으며 국내에도 '본즈'라는 제목으로 원작 소설 시리즈가 발매되었다.","에밀리 디샤넬, David Boreanaz, John Boyd",,https://image.tmdb.org/t/p/original/xSguBiLk5wgeDqkye3MgIoQ5gCH.svg,https://image.tmdb.org/t/p/original/eyTu5c8LniVciRZIOSHTvvkkgJa.jpg,https://www.youtube.com/watch?v=idiNjlYU7Cs
1950,시리즈,에버우드,"드라마, 가족",12,4,아내의 갑작스러운 죽음으로 뉴욕에서 전문의로서 명성을 누리던 주인공이 자신의 아이들에게 진정한 아버지가 되고자 시골 소도시 에버우드로 이사를 오게 되면서 벌어지는 마을의 사건들과 주민들의 융화와 갈등을 조명하는 드라마,"Treat Williams, Gregory Smith, Emily VanCamp","Greg Berlanti, Oliver Goldstick, Michael Green",,https://image.tmdb.org/t/p/original/4zmuA2Ql1QdUtw9OM6MdmtXnZEF.jpg,https://www.youtube.com/watch?v=None
1981,시리즈,Charmed,"Comedy, Drama, Mystery, Sci-Fi & Fantasy",12,8,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ","Holly Marie Combs, Alyssa Milano, Brian Krause","Holly Marie Combs, Alyssa Milano, James L. Conway",https://image.tmdb.org/t/p/original/dd7ULvZWBk0EL7PrnfoeE7cpSC7.png,https://image.tmdb.org/t/p/original/z4bPJ1BWU2EtV69NII2GVvsugQ2.jpg,https://www.youtube.com/watch?v=None
1996,시리즈,The Flintstones,"Family, Animation, Comedy, Kids",6,6,"The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.","Alan Reed, Jean Vander Pyl, Mel Blanc","Michael Maltese, William Hanna, Barry Blitzer",https://image.tmdb.org/t/p/original/q9PL7gB493RyZf3hV1sAKpG6mmN.png,https://image.tmdb.org/t/p/original/30P6ifagQ3fguTsI33KMmDLTAx6.jpg,https://www.youtube.com/watch?v=EtYUAonE4Ks
2004,시리즈,말콤네 좀 말려줘,"가족, 코미디, 드라마",6,7,늘 사건사고가 일어나는 말콤네 가족 특히 사고 뭉친 4형제로 인하여 말콤네 가족은 늘 시끌벅적합니다. 후에 말코의 4형제는 5형제가 됩니다.,"Frankie Muniz, Jane Kaczmarek, 브라이언 크랜스턴","Linwood Boomer, Michael Glouberman, Ken Kwapis","https://image.tmdb.org/t/p/original/wNq7zksMVngaqkOlDwlqMWc96ur.png, https://image.tmdb.org/t/p/original/dKcK40R7gtnGonTJqEWJXu8QI6V.png, https://image.tmdb.org/t/p/original/jFRLj8pUjBg38jBk6Idg5J3dZb4.png",https://image.tmdb.org/t/p/original/ck4iRhTXFD7CsEBi2iOdOXL7QhE.jpg,https://www.youtube.com/watch?v=o6gPg-P5FPg
2025,시리즈,베버리힐스 90210,드라마,12,10,미국 상류층 고교생들의 자유분방하고 화려한 생활을 그린 드라마,"Jennie Garth, Ian Ziering, Luke Perry","Darren Star, Aaron Spelling, John E. Davis",,https://image.tmdb.org/t/p/original/b7BYfkhu653D894krwGO1ysIKTf.jpg,https://www.youtube.com/watch?v=_sRP_5S2zWY
2140,시리즈,내 사랑 레이몬드,코미디,12,9,스포츠 기자인 레이몬드와 가족들이 부대끼며 살아가는 모습을 진솔하게 그린 시트콤,"레이 로마노, Patricia Heaton, Doris Roberts","Stu Smiley, Cindy Chupack, Philip Rosenthal",https://image.tmdb.org/t/p/original/21aHqad7tdfTaDAT2MlncFdb6Zp.png,https://image.tmdb.org/t/p/original/o9CpdeibaCddxQusyDSqwHDxiLl.jpg,https://www.youtube.com/watch?v=None
2190,시리즈,사우스 파크,"애니메이션, 코미디",19,26,"사우스 파크 마을에 사는 꼬맹이 4인방. 생김새는 평범하지만 입은 거칠고 생각은 험하다. 정치, 연예, 문화, 시사까지 성역 없이 던져지는 녀석들의 돌직구. 사우스 파크만의 사이다 멘트와 블랙 유머가 살아있는 어른용 애니메이션.","Trey Parker, Matt Stone, Mona Marshall",,https://image.tmdb.org/t/p/original/w3bIQSoMUXtsSvXJxIHntFgr7rg.png,https://image.tmdb.org/t/p/original/xJnbMTrJ2fl1AXAKx34U4BPvOhs.jpg,https://www.youtube.com/watch?v=uLrlLDLJpMo
2316,시리즈,오피스,코미디,15,9,팬실베니아 스크랜튼에 위치한 사무용지 판매회사 던더 미플린의 스크랜턴 지점. 무미건조한 사무실에서 깐깐한 지점장과 독특한 캐릭터의 부하들이 벌이는 코믹 해프닝과 가슴 찡한 이야기가 펼쳐진다. BBC에서 방영된 동명 영국 시리즈의 할리우드 리메이크.,"Rainn Wilson, 존 크래신스키, 제나 피셔","Steve Burgess, Paul Lieberstein, 리키 저베이스",https://image.tmdb.org/t/p/original/zWozteGoJM0NhHj5lhXSqhu6rUA.png,https://image.tmdb.org/t/p/original/7DJKHzAi83BmQrWLrYYOqcoKfhR.jpg,https://www.youtube.com/watch?v=96ix3P9WaRc
2370,시리즈,헬'S 키친,Reality,16,22,"지옥의 주방이 열리면 살벌한 전쟁이 시작된다. 경쟁에서 지면 한 명씩 퇴출. 하지만 극강의 요리 실력을 증명해 최종 우승하면 호화 레스토랑에서 일할 기회가! 독설가로 유명한 영국의 스타 셰프, 고든 램지가 진행하는 리얼리티 쇼.","고든 램지, Christina Wilson, Marino Monferrato",,https://image.tmdb.org/t/p/original/fYRzVKvqCeFMOby2L16Fg5J86E.png,https://image.tmdb.org/t/p/original/shOVFku8daIGRpgjTdMZBxUAvsV.jpg,https://www.youtube.com/watch?v=wj04fJmqkvQ
2473,시리즈,The Avengers,"Action & Adventure, Crime, Sci-Fi & Fantasy",12,6,"The Avengers is a British television series created in the 1960s. It initially focused on Dr. David Keel and his assistant John Steed. Hendry left after the first series and Steed became the main character, partnered with a succession of assistants. His most famous assistants were intelligent, stylish and assertive women: Cathy Gale, Emma Peel and Tara King. Later episodes increasingly incorporated elements of science fiction and fantasy, parody and British eccentricity.","Patrick Macnee, Linda Thorson",Laurie Johnson,https://image.tmdb.org/t/p/original/gaWpKuxtvwEQxS0FyFioUEwMJVJ.png,https://image.tmdb.org/t/p/original/uU7CrpWkD7W04HBpuK4CSbtSKRi.jpg,https://www.youtube.com/watch?v=LBYhUvffPYs
2593,시리즈,FBI 실종수사대,"범죄, 미스터리, Action & Adventure, 드라마",15,7,실종자 전문 수사팀의 독특한 수사 방식과 짜릿한 심리 게임을 잘 풀어낸 수사드라마,"Anthony LaPaglia, Poppy Montgomery, Marianne Jean-Baptiste","Timothy Busfield, David Nutter, Jerry Bruckheimer",https://image.tmdb.org/t/p/original/aY0IYO4WQNTU4wpeGTW4ryeCIRF.png,https://image.tmdb.org/t/p/original/iNhE283iY7xtS8zCjhSxpTfOzn0.jpg,https://www.youtube.com/watch?v=None
2637,시리즈,Come Dine with Me,Reality,,33,"Amateur chefs compete against each other by hosting a dinner party for the other contestants. Each competitor then rates the host's performance with the winner winning a £1,000 cash prize. An element of comedy is added to the show through comedian Dave Lamb, who provides a dry and ""bitingly sarcastic"" narration.",,,,https://image.tmdb.org/t/p/original/enFfviWZwnIKn9DhyMa7cXqKx6Q.jpg,https://www.youtube.com/watch?v=None
2661,시리즈,가면라이더,"Action & Adventure, Sci-Fi & Fantasy, 드라마",,34,"우수한 과학자로 오토바이 레이서이기도 한 혼고 타케시는, 그 능력에 주목한 악의 비밀 결사 쇼커에 납치되어 메뚜기의 능력을 가진 개조 인간(사이보그의 일종)이 되어 버렸다. 그러나, 뇌수술에 의해 그 의사를 빼앗기기 직전, 쇼커의 협력자로 되고 있었던 은사인 미도리카와 박사의 안내로 탈출에 성공했다. 미도리카와 박사는 탈출의 도중에 쇼커의 괴인·거미남자에게 암살되지만, 그 유지를 이어받은 다케시는 허리에 찬 벨트 풍차 발전기에 바람의 에너지를 받아 변신, 쇼커에 직면한다.","Junsei Motojima, Reiyo Matsumoto, Yasunari Fujibayashi","Keiichi Hasegawa, 内田裕基, Kenji03",,,https://www.youtube.com/watch?v=wN1wPRmfoOQ
2691,시리즈,두 남자와 1/2,코미디,15,12,"자유로운 영혼이었던 찰리가 떠나간 이후, 앨런과 그의 아들 제이크에게 찾아온 앨런의 친구 월든이 다시금 새로운 가족으로 생활하게 되면서 벌어지는 코믹한 일상을 담은 시트콤","애쉬튼 커쳐, Jon Cryer, Conchata Ferrell","Jim Patterson, Tim Kelleher, Joe Bella",https://image.tmdb.org/t/p/original/ivAjR58o2LaAHDThE923k7VOV37.png,https://image.tmdb.org/t/p/original/xgfjxyV3g1S68opzuvG6G87muDp.jpg,https://www.youtube.com/watch?v=h1YadOPGL-0
2710,시리즈,필라델피아는 언제나 맑음,코미디,18,16,"가난하고 찌질한... 심지어 어딘가 부족해보이는 삼총사가 아이리쉬 펍을 운영하면서 벌어지는 에피소드들을 중심으로 이야기가 전개된다. 극 중에서 디안드라 (통칭 디)는 데니스의 여동생으로, 프랭크는 두 남매의 아버지이며, 삼총사와 함께 총 다섯 명의 인물이 아이리쉬 펍을 운영한다.","Charlie Day, Glenn Howerton, Rob McElhenney","Michael Rotenberg, Charlie Day, Glenn Howerton",https://image.tmdb.org/t/p/original/hCgjpW4eGVVubNevHzWeoispD4L.png,https://image.tmdb.org/t/p/original/pRWO6ufqSNkWvPXDDQhBwPNSv4K.jpg,https://www.youtube.com/watch?v=blLAdGYPhiQ
2730,시리즈,I Love Lucy,"Comedy, Family",,6,"Cuban Bandleader Ricky Ricardo would be happy if his wife Lucy would just be a housewife. Instead she tries constantly to perform at the Tropicana where he works, and make life comically frantic in the apartment building they share with landlords Fred and Ethel Mertz, who also happen to be their best friends.","Lucille Ball, Desi Arnaz, Vivian Vance","Jack Aldworth, Jess Oppenheimer, Desi Arnaz",,https://image.tmdb.org/t/p/original/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,https://www.youtube.com/watch?v=None
2734,시리즈,로 앤 오더: 성범죄 전담반,"범죄, 드라마, 미스터리",15,25,추악한 성범죄를 수사하는 뉴욕 경찰 성범죄전담수사반의 활약을 그린 드라마.,"마리슈카 하기테이, Ice-T, Peter Scanavino",Dick Wolf,https://image.tmdb.org/t/p/original/AhtQAQVcqWl6b0UZSo9vmHE3skK.png,https://image.tmdb.org/t/p/original/onmSVwYsPMYtO8OjLdjS8FfRNKb.jpg,https://www.youtube.com/watch?v=IRXNVdiqMuU
2774,시리즈,The Untouchables,"Drama, Crime",,4,Special Agent Eliot Ness and his elite team of incorruptible agents battle organized crime in 1930s Chicago.,"Robert Stack, Nicholas Georgiade, Steve London",Walter Grauman,,https://image.tmdb.org/t/p/original/80IDXgaHmcxj6CKRImkpHjnIMcd.jpg,https://www.youtube.com/watch?v=GZTjQ7SLvUk
2808,시리즈,Totally Spies!,"Animation, Kids, Comedy, Action & Adventure, Drama",16,7,"Totally Spies! depicts three girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. They confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior.","Jennifer Hale, Andrea Baker, Katie Griffin",,,https://image.tmdb.org/t/p/original/zvEit6c2zC2PosXROb85jZwb0gx.jpg,https://www.youtube.com/watch?v=None
2875,시리즈,맥가이버,"Action & Adventure, 드라마, 가족, 범죄, 서부",12,7,"비밀임무를 수행하는 피닉스 재단 소속 첩보원 맥가이버의 활약상을 그렸다. 그러나 기존 스파이물에서 그려지던 첩보원들과는 달리 주인공이 총을 두려워하며, 화학이나 물리학의 기본지식을 이용한 기발한 방식으로 위기를 극복한다는 설정을 가졌다.","리처드 딘 앤더슨, Dana Elcar","John B. Moranville, Thomas R. Polizzi, Michael Greenburg",,https://image.tmdb.org/t/p/original/7q4u6lXXQR2wcP2FnvH9PpZ7Qir.jpg,https://www.youtube.com/watch?v=dVVN4eqVB5U
2942,시리즈,튜더스,"드라마, 로맨스",12,4,"2007년 5월 CBC와 TV3에서 방영을 시작한 역사물. 튜더 왕조의 헨리 7세의 둘째 아들 헨리 8세는 요절한 형을 대신하여 왕위에 오르고 형의 부인인 캐서린과 결혼한다. 이탈리아에 잉글랜드의 대사로 파견된 헨리 8세의 숙부 코트니 경이 프랑스인들에게 처참하게 살해당하자 그는 분노하여 프랑스와 전쟁을 하겠다고 선포한다. 그는 왕비가 아닌 다른 여자들과 어울리고, 헨리 왕의 아이를 가진 블런트 부인은 아들을 낳는다. 한편 불린은 딸 메리가 더 이상 왕의 침실로 불려가지 않자, 동생인 앤을 불러 헨리 왕을 사로잡을 방법을 강구하라고 하고, 헨리8세는 앤의 매력에 빠져든다.","Jonathan Rhys Meyers, 헨리 카빌, Sarah Bolger","Trevor Morris, James Flynn, Teri Weinberg",https://image.tmdb.org/t/p/original/iSWESqVSpZPcwJhRI6czfGHjwqR.png,https://image.tmdb.org/t/p/original/qabVShr1OK7CuYb3E88nVCTBBJn.jpg,https://www.youtube.com/watch?v=qTiL8pgNqhs
